Date,Product Name,Base Price (AED),Final Price (AED),Discount,Stock Status,Available Qty,Product URL
2025-05-26,"Cougar MG140 RGB Micro-ATX Mini Tower Gaming PC Case, Up to 280MM Radiator Support, Upto 5 ARGB Fans Support, 2 x USB 3.0, 1 x USB 2.0, Audio, RGB Button, Iron Gray | 385JM80.0004",302.82,295.00,3,,,https://uae.microless.com/product/cougar-mg140-rgb-micro-atx-mini-tower-gaming-pc-case-up-to-280mm-radiator-support-upto-5-argb-fans-support-2-x-usb-3-0-1-x-usb-2-0-audio-rgb-button-iron-gray-385jm80-0004/
2025-05-26,"Cougar MX600 RGB ATX Full Tower PC Case, Up to 360MM Radiator & 400MM Graphics Card Support, 4*ARGB Pre-Installed Fans, PSU Shroud, USB-C Gen2*1, USB 3.0*2, Audio, RGB Button, White | 3857C90.0002",482.13,482.13,,,,https://uae.microless.com/product/cougar-mx600-rgb-atx-full-tower-pc-case-up-to-360mm-radiator-400mm-graphics-card-support-4-argb-pre-installed-fans-psu-shroud-usb-c-gen2-1-usb-3-0-2-audio-rgb-button-white-3857c90-0002/
2025-05-26,"Cougar MX360 Dual Blades of Lightning RGB Mid Tower PC Case, Supports up to 360MM Radiator, 315MM Graphics Card, 170MM CPU Cooler, USB 3.0 x 2, USB 2.0 x 1, Audio, RGB Button, Black | 385CC60.0001",206.00,157.36,24,,,https://uae.microless.com/product/cougar-mx360-dual-blades-of-lightning-rgb-mid-tower-pc-case-supports-up-to-360mm-radiator-315mm-graphics-card-170mm-cpu-cooler-usb-3-0-x-2-usb-2-0-x-1-audio-rgb-button-black-385cc60-0001/
2025-05-26,"Cougar Airface RGB E-ATX Mid Tower PC Case, Tempered Glass, Mesh Front Panels, Up to 280mm Radiator Support, Pre-Installed Front 2*140 & Rear 1*120 ARGB Fans, USB 3.0*2, USB 2.0, White | 385ZD10.0005",264.51,231.00,13,,,https://uae.microless.com/product/cougar-airface-rgb-e-atx-mid-tower-pc-case-tempered-glass-mesh-front-panels-up-to-280mm-radiator-support-pre-installed-front-2-140-rear-1-120-argb-fans-usb-3-0-2-usb-2-0-white-385zd10-0005/
2025-05-26,"Cougar Airface RGB E-ATX Mid Tower PC Case, Tempered Glass, Mesh Front Panels, Up to 280mm Radiator Support, Pre-Installed Front 2*140 & Rear 1*120 ARGB Fans, USB 3.0*2, USB 2.0, Black | 385ZD10.0004",232.52,232.52,,,,https://uae.microless.com/product/cougar-airface-rgb-e-atx-mid-tower-pc-case-tempered-glass-mesh-front-panels-up-to-280mm-radiator-support-pre-installed-front-2-140-rear-1-120-argb-fans-usb-3-0-2-usb-2-0-black-385zd10-0004/
2025-05-26,"Cooler Master MasterBox TD500 Mesh V2 Mid Tower Computer Case, FineMesh Front Panel, TG Side Panel, 3x CF120 ARGB Fans & Up to 360mm Radiator, USB 3.2 Gen 2 Type C, White | TD500V2-WGNN-S00",420.00,420.00,,,,https://uae.microless.com/product/cooler-master-masterbox-td500-mesh-v2-mid-tower-computer-case-finemesh-front-panel-tg-side-panel-3x-cf120-argb-fans-up-to-360mm-radiator-usb-3-2-gen-2-type-c-white-td500v2-wgnn-s00/
2025-05-26,"Cooler Master HAF 700 Full Tower Computer Case, 2x SickleFlow 20cm aRGB & 3x 12cm aRGB Included Fans, Up to 480mm Radiator & 17x Fan Support, Tempered Glass Side Panel, Grey | H700-IGNN-S00",1207.50,1207.50,,In stock,10,https://uae.microless.com/product/cooler-master-haf-700-full-tower-computer-case-2x-sickleflow-20cm-argb-3x-12cm-argb-included-fans-up-to-480mm-radiator-17x-fan-support-tempered-glass-side-panel-grey-h700-ignn-s00/
2025-05-26,"Aerocool Skribble aRGB Mid Tower PC Case, Includes 1x 120mm aRGB Fan & 2x 120mm Black Fans, Up to 360mm Radiator, SPCC + ABS + 0.6mm Steel Materials, Black | Skribble-G-BK-v1",329.00,289.00,12,,,https://uae.microless.com/product/aerocool-skribble-argb-mid-tower-pc-case-includes-1x-120mm-argb-fan-2x-120mm-black-fans-up-to-360mm-radiator-spcc-abs-0-6mm-steel-materials-black-accm-pb28033-11/
2025-05-26,"AEROCOOL C1 Mid-Tower ATX PC Case, High Air Flow, 4 Pre-installed 30mm APNX FP1 Fans, Support Up to 360mm Radiators, Cable Management, USB3.0 x 2 / USB C x 1 / HD Audio, Black | C1-BK-v1",586.06,399.00,32,,,https://uae.microless.com/product/apnx-c1-mid-tower-atx-pc-case-high-air-flow-4-pre-installed-30mm-apnx-fp1-fans-support-up-to-360mm-radiators-cable-management-usb3-0-x-2-usb-c-x-1-hd-audio-black-apcm-cr01043-11/
2025-05-26,"AZZA CSAZ-811 Mesa Innovative ATX Compter Case, Bench Table Layout, Tempered Glass Panels, High-End System Ready, Up to 4X 120mm Fans & 360mm Raiator Supprot, USB 3.0 x 2,Type-C, Silver | MESA 811",1375.98,995.70,28,,,https://uae.microless.com/product/azza-csaz-811-mesa-innovative-atx-compter-case-bench-table-layout-tempered-glass-panels-high-end-system-ready-up-to-4x-120mm-fans-360mm-raiator-supprot-usb-3-0-x-2-type-c-silver-mesa-811/
2025-05-26,"Cooler Master HAF 700 EVO E-ATX High Airflow PC Case, IRIS Customizable LCD .Breathable TG Front Panel, 200mm Sickleflow Fans, 1 x USB 3.2 gen 2 Type C, 4 x USB 3.2 gen 1 (3.0), Black | H700E-IGNN-S00",1879.50,1680.00,11,In stock,10,https://uae.microless.com/product/cooler-master-haf-700-evo-e-atx-high-airflow-pc-case-iris-customizable-lcd-breathable-tg-front-panel-200mm-sickleflow-fans-1-x-usb-3-2-gen-2-type-c-4-x-usb-3-2-gen-1-3-0-black-h700e-ignn-s00/
2025-05-26,"Cooler Master MasterBox 520 Mesh ARGB ATX PC Case, FineMesh Front Panel, 3 x Pre Inst CF120 ARGB Fans & 360mm Radiator Support, Screwless & Tool-Free TG Side Panel, USB 3.2 / Type-C | MB520-WGNN-S00",422.00,422.00,,,,https://uae.microless.com/product/cooler-master-masterbox-520-mesh-argb-atx-pc-case-finemesh-front-panel-3-x-pre-inst-cf120-argb-fans-360mm-radiator-support-screwless-tool-free-tg-side-panel-usb-3-2-type-c-mb520-wgnn-s00/
2025-05-26,"Cooler Master  MASTERBOX TD500 Mesh ATX Gaming PC Case, FineMesh Front Panel, Crystalline Tempered Glass Panel, 3x CF120 ARGB Fans & Up to 360mm Radiator, USB 3.0, White | MCB-D500D-WGNN-S01",499.00,499.00,,,,https://uae.microless.com/product/cooler-master-masterbox-td500-mesh-atx-gaming-pc-case-finemesh-front-panel-crystalline-tempered-glass-panel-3x-cf120-argb-fans-up-to-360mm-radiator-usb-3-0-white-mcb-d500d-wgnn-s01/
2025-05-26,"Cooler Master MASTERBOX TD500 Mesh V2 Mid Tower Gaming PC Case, FineMesh Front Panel, TG Side Panel, 3x CF120 ARGB Fans & Up to 360mm Radiator, USB 3.2 Gen 2 Type C, Black | TD500V2-KGNN-S00",427.00,395.85,7,,,https://uae.microless.com/product/cooler-master-masterbox-td500-mesh-v2-mid-tower-gaming-pc-case-finemesh-front-panel-tg-side-panel-3x-cf120-argb-fans-up-to-360mm-radiator-usb-3-2-gen-2-type-c-black-td500v2-kgnn-s00/
2025-05-26,"Cooler Master  MASTERBOX TD500 MESH V2 RYU ATX Gaming PC Case, FineMesh Front Panel, TG Side Panel, 4 x CF120 ARGB Fans & Up to 360mm Radiator, USB 3.2 Gen 2 Type C, White | TD500V2-WGNN-SRY",503.67,399.00,21,,,https://uae.microless.com/product/cooler-master-masterbox-td500-mesh-v2-ryu-atx-gaming-pc-case-finemesh-front-panel-tg-side-panel-4-x-cf120-argb-fans-up-to-360mm-radiator-usb-3-2-gen-2-type-c-white-td500v2-wgnn-sry/
2025-05-26,"Cooler Master CMP 520 Mid-Tower ATX PC Case, Mesh Geode Front Intake, 3 x 120mm ARGB Fans, Tempered Glass Side Panel, Versatile Cooling & Component Support, USB 3.2 / Type-A, Black | CP520-KGNN-S00",354.00,354.00,,,,https://uae.microless.com/product/cooler-master-cmp-520-mid-tower-atx-pc-case-mesh-geode-front-intake-3-x-120mm-argb-fans-tempered-glass-side-panel-versatile-cooling-component-support-usb-3-2-type-a-black-cp520-kgnn-s00/
2025-05-26,"AEROCOOL C1 Mid-Tower ATX PC Case, High Air Flow, 4 Pre-installed 30mm APNX FP1 Fans, Support Up to 360mm Radiators, Cable Management, USB3.0 x 2 / USB C x 1 / HD Audio, White | C1-WT-v1",623.15,367.50,41,,,https://uae.microless.com/product/apnx-c1-mid-tower-atx-pc-case-high-air-flow-4-pre-installed-30mm-apnx-fp1-fans-support-up-to-360mm-radiators-cable-management-usb3-0-x-2-usb-c-x-1-hd-audio-white-apcm-cr01043-21/
2025-05-26,"GameOn Trident II G-Series Mid Tower Gaming Case, 3x Pre-Installed RGB Fans, Up to 280mm Radiator & 6x Fan Support, Acrylic Side Panel, SPCC Material, Dust Filter, Black | GO-TRIDENTII-G",190.00,190.00,,,,https://uae.microless.com/product/gameon-trident-ii-g-series-mid-tower-gaming-case-3x-pre-installed-rgb-fans-up-to-280mm-radiator-6x-fan-support-acrylic-side-panel-spcc-material-dust-filter-black-go-tridentii-g/
2025-05-26,"GameOn Trident II S-Series Mid Tower Gaming Case, 3x Pre-Installed RGB Fans, Up to 240mm Radiator & 6x 120mm Fan Support, Acrylic Side Panel, SPCC Material, Dust Filter, Black | GO-TRIDENTII-S",195.00,195.00,,,,https://uae.microless.com/product/gameon-trident-ii-s-series-mid-tower-gaming-case-3x-pre-installed-rgb-fans-up-to-240mm-radiator-6x-120mm-fan-support-acrylic-side-panel-spcc-material-dust-filter-black-go-tridentii-s/
2025-05-26,"Cougar Purity RGB Mini Tower Case, 3mm Hinged Tempered Glass Panel, Up to 5x Cooling Fan & 240mm Radiator Support, 1x Pre-Installed aRGB Fan, USB 3.0 *2  / USB 2.0, White | 385PC40.0002",199.63,199.63,,,,https://uae.microless.com/product/cougar-purity-rgb-mini-tower-case-3mm-hinged-tempered-glass-panel-up-to-5x-cooling-fan-240mm-radiator-support-1x-pre-installed-argb-fan-usb-3-0-2-usb-2-0-white-385pc40-0002/
2025-05-26,"Corsair 5000D Core Airflow Mid-Tower ATX PC Case, High-Airflow Front Panel, Tempered Glass Case Windows, Up to 360mm Radiator & 12x Fan Support, 25mm Cable Routing, Black | CC-9011261-WW",630.00,630.00,,,,https://uae.microless.com/product/corsair-5000d-core-airflow-mid-tower-atx-pc-case-high-airflow-front-panel-tempered-glass-case-windows-up-to-360mm-radiator-12x-fan-support-25mm-cable-routing-black-cc-9011261-ww/
2025-05-26,"Corsair 5000D Core Airflow Mid-Tower ATX PC Case, High-Airflow Front Panel, Tempered Glass Case Windows, Up to 360mm Radiator & 12x Fan Support, 25mm Cable Routing, White | CC-9011262-WW",628.87,628.87,,,,https://uae.microless.com/product/corsair-5000d-core-airflow-mid-tower-atx-pc-case-high-airflow-front-panel-tempered-glass-case-windows-up-to-360mm-radiator-12x-fan-support-25mm-cable-routing-white-cc-9011262-ww/
2025-05-26,"NZXT H6 Flow RGB Compact Dual-Chamber Airflow Mid-Tower ATX Case, Panoramic Glass Panels, Up to 360 mm Radiator & 3x 120mm RGB Fans, Cable Mgt, USB-C 3.2 / USB-A 3.2, Black | CC-H61FB-R1",664.35,525.00,21,,,https://uae.microless.com/product/nzxt-h6-flow-rgb-compact-dual-chamber-airflow-mid-tower-atx-case-panoramic-glass-panels-up-to-360-mm-radiator-3x-120mm-rgb-fans-cable-mgt-usb-c-3-2-usb-a-3-2-black-cc-h61fb-r1/
2025-05-26,"DarkFlash DS900 ATX Computer Case, 6x Pre-Installed aRGB Fans, Up to 360mm Radiator & 10x Fans Support, SPCC + Tempered Glass Materials, USB-C / USB-A x2 / HD Audio Ports, Black | DS900-B",425.00,425.00,,,,https://uae.microless.com/product/darkflash-ds900-atx-computer-case-6x-pre-installed-argb-fans-up-to-360mm-radiator-10x-fans-support-spcc-tempered-glass-materials-usb-c-usb-a-x2-hd-audio-ports-black-ds900-b/
2025-05-26,"DarkFlash DK260 Air Mesh Mid-Tower Computer Case, 4x Pre-Installed aRGB Fans, Up to 360mm Radiator & 6x Fans Support, Steel + Tempered Glass Materials, Built-In Graphics Card Support, White | DK260-W",175.00,175.00,,,,https://uae.microless.com/product/darkflash-dk260-air-mesh-mid-tower-computer-case-4x-pre-installed-argb-fans-up-to-360mm-radiator-6x-fans-support-steel-tempered-glass-materials-built-in-graphics-card-support-white-dk260-w/
2025-05-26,"Be Quiet! Shadow Base 800 FX aRGB Mid Tower Computer Case, 4x Light Wings 140mm PWM Fans, Up to 420mm Radiator & 8x Fan Support, ABS + Steel + Tempered Glass Materials, Black | BGW63",799.00,799.00,,,,https://uae.microless.com/product/be-quiet-shadow-base-800-fx-argb-mid-tower-computer-case-4x-light-wings-140mm-pwm-fans-up-to-420mm-radiator-8x-fan-support-abs-steel-tempered-glass-materials-black-bgw63/
2025-05-26,"Be Quiet! Pure Base 500 DX aRGB Mid Tower Computer Case, 3x Preinstalled Pure Wings 2 140mm Fans, Up to 360mm Radiator Support, ABS + Steel + Tempered Glass Materials, White | BGW38",469.15,469.15,,,,https://uae.microless.com/product/be-quiet-pure-base-500-dx-argb-mid-tower-computer-case-3x-preinstalled-pure-wings-2-140mm-fans-up-to-360mm-radiator-support-abs-steel-tempered-glass-materials-white-bgw38/
2025-05-26,"WJCOOLMAN Y40 - 6F ATX Mid Tower Gaming PC Case, Tempered Glass Pannels, Up to 360mm Radiators Support, 6x Pre Installed UNI Fans, ""3.5""HDD *2. ""2.5"" SDD*2, USB 3.0/Type-C, White | 6974215270067",735.00,735.00,,,,https://uae.microless.com/product/wjcoolman-y40-6f-atx-mid-tower-gaming-pc-case-tempered-glass-pannels-up-to-360mm-radiators-support-6x-pre-installed-uni-fans-3-5-hdd-2-2-5-sdd-2-usb-3-0-type-c-white-6974215270067/
2025-05-26,"WJCoolMan Infinity 4F ATX Computer Case, Up to 360mm Radiator & 9x Fans Support, 4x Pre-Built 120mm Fans, SPCC Material, Tempered Glass Side Panel, Black | 6974215270074",196.50,196.50,,,,https://uae.microless.com/product/wjcoolman-infinity-4f-atx-computer-case-up-to-360mm-radiator-9x-fans-support-4x-pre-built-120mm-fans-spcc-material-tempered-glass-side-panel-black-6974215270074/
2025-05-26,"WJCOOLMAN Y40 - 6F Diamond ATX Gaming PC Case, Tempered Glass Pannels, Up to 360mm Radiators Support,  6x Pre Installed Diamond Fans, “3.5”HDD *2. “2.5” SDD*2, USB 3.0 *1/Type-C *1, Black | Y40 - 6F",733.68,733.68,,,,https://uae.microless.com/product/wjcoolman-y40-6f-diamond-atx-gaming-pc-case-tempered-glass-pannels-up-to-360mm-radiators-support-6x-pre-installed-diamond-fans-3-5-hdd-2-2-5-sdd-2-usb-3-0-1-type-c-1-black-y40-6f/
2025-05-26,"WJCoolMan Robin I ATX Tower Computer Case, 0.6mm SPCC + Tempered Glass Material, Up to360mm Radiator & 10x 120mm Case Fans, USB 3.0 / USB 2.0*2 / HD Audio I/O Port, White |",576.96,576.96,,,,https://uae.microless.com/product/wjcoolman-robin-i-atx-tower-computer-case-0-6mm-spcc-tempered-glass-material-up-to360mm-radiator-10x-120mm-case-fans-usb-3-0-usb-2-0-2-hd-audio-i-o-port-white/
2025-05-26,"WJCoolMan Robin I ATX Tower Computer Case, 0.6mm SPCC + Tempered Glass Material, Up to360mm Radiator & 10x 120mm Case Fans, USB 3.0 / USB 2.0*2 / HD Audio I/O Port, Black |",550.02,550.02,,,,https://uae.microless.com/product/wjcoolman-robin-i-atx-tower-computer-case-0-6mm-spcc-tempered-glass-material-up-to360mm-radiator-10x-120mm-case-fans-usb-3-0-usb-2-0-2-hd-audio-i-o-port-black/
2025-05-26,"WJCOOLMAN Y40 - 6F ATX Mid Tower Gaming PC Case, Tempered Glass Pannels, Up to 360mm Radiators Support,  6x Pre Installed UNI Fans, “3.5”HDD *2. “2.5” SDD*2, USB 3.0/Type-C, Black | 6974215270050",733.68,733.68,,,,https://uae.microless.com/product/wjcoolman-y40-6f-atx-mid-tower-gaming-pc-case-tempered-glass-pannels-up-to-360mm-radiators-support-6x-pre-installed-uni-fans-3-5-hdd-2-2-5-sdd-2-usb-3-0-type-c-black-6974215270050/
2025-05-26,"ASUS A21 micro-ATX PC Case, Mesh Front Panel, Support up to 360mm Radiators & 380mm GPUs, Fits Up to 5x 140mm Fans, Clean Cable Mgt,1 x 2.5"" Bay 2 x 2.5""/3.5"", 2x USB 3.2, White | 90DC00H3-B09010",272.51,272.51,,,,https://uae.microless.com/product/asus-a21-micro-atx-pc-case-mesh-front-panel-support-up-to-360mm-radiators-380mm-gpus-fits-up-to-5x-140mm-fans-clean-cable-mgt-1-x-2-5-bay-2-x-2-5-3-5-2x-usb-3-2-white-90dc00h3-b09010/
2025-05-26,"ASUS A21 micro-ATX PC Case, Tempered Glass Side & Mesh Front, up to 360mm Radiators Fits Up to 5x 140mm Fans, Clean Cable Mgt, 1 x 2.5"" Bay 2 x 2.5""/3.5"", 2x USB 3.2, Black | 90DC00H0-B09010",324.45,297.41,8,,,https://uae.microless.com/product/asus-a21-micro-atx-pc-case-tempered-glass-side-mesh-front-up-to-360mm-radiators-fits-up-to-5x-140mm-fans-clean-cable-mgt-1-x-2-5-bay-2-x-2-5-3-5-2x-usb-3-2-black-90dc00h0-b09010/
2025-05-26,"Cougar Purity RGB Mini Tower Case, 3mm Hinged Tempered Glass Panel, Up to 5x Cooling Fan & 240mm Radiator Support, 1x Pre-Installed aRGB Fan, USB 3.0 *2  / USB 2.0, Black | 385PC40.0001",210.00,210.00,,,,https://uae.microless.com/product/cougar-purity-rgb-mini-tower-case-3mm-hinged-tempered-glass-panel-up-to-5x-cooling-fan-240mm-radiator-support-1x-pre-installed-argb-fan-usb-3-0-2-usb-2-0-black-385pc40-0001/
2025-05-26,"Gigabyte Aorus C700 Glass aRGB Full-Tower Computer Case, Tempered Glass Side Panel, Up to 420mm Radiator & 8x Fans Support, 5x Pre-Installed Fans, USB-C 3.1 Gen2/ USB 3.0 *4, Black | AC700G-ATX",1521.28,1521.28,,In stock,10,https://uae.microless.com/product/gigabyte-aorus-c700-glass-argb-full-tower-computer-case-tempered-glass-side-panel-up-to-420mm-radiator-8x-fans-support-5x-pre-installed-fans-usb-c-3-1-gen2-usb-3-0-4-black-ac700g-atx/
2025-05-26,"GIGABYTE AORUS C500 GLASS ATX Mid-Tower Gaming Case, Steel & Tempered Glass, 4 x Pre-Installed 120mm ARGB Fans, Up to 420mm Radiator, USB 3.2 Type-C / USB 3.0, Black | AC500G-ATX",756.00,756.00,,,,https://uae.microless.com/product/gigabyte-aorus-c500-glass-atx-mid-tower-gaming-case-steel-tempered-glass-4-x-pre-installed-120mm-argb-fans-up-to-420mm-radiator-usb-3-2-type-c-usb-3-0-black-ac500g-atx/
2025-05-26,"Thermaltake The Tower 200 Matcha Green Mini Computer Case, SPCC+Tempered Glass Material, Supports Up to 280mm Radiator, Up to 4 Fans Support, Removable Dust Filter, Matcha Green | CA-1X9-00SEWN-00",518.54,518.54,,,,https://uae.microless.com/product/thermaltake-the-tower-200-matcha-green-mini-computer-case-spcc-tempered-glass-material-supports-up-to-280mm-radiator-up-to-4-fans-support-removable-dust-filter-matcha-green-ca-1x9-00sewn-00/
2025-05-26,"Thermaltake The Tower 200 Racing Green Mini Computer Case, SPCC+Tempered Glass Material, Supports Up to 280mm Radiator, Up to 4 Fans Support, Removable Dust Filter, Racing Green | CA-1X9-00SCWN-00",493.55,493.55,,,,https://uae.microless.com/product/thermaltake-the-tower-200-racing-green-mini-computer-case-spcc-tempered-glass-material-supports-up-to-280mm-radiator-up-to-4-fans-support-removable-dust-filter-racing-green-ca-1x9-00scwn-00/
2025-05-26,"Thermaltake The Tower 200 Turquoise  Mini Computer Case, SPCC+Tempered Glass Material, Supports Up to 280mm Radiator, Up to 4 Fans Support, Removable Dust Filter, Turquoise | CA-1X9-00SBWN-00",524.06,524.06,,,,https://uae.microless.com/product/thermaltake-the-tower-200-snow-mini-computer-case-spcc-tempered-glass-material-supports-up-to-280mm-radiator-up-to-4-fans-support-removable-dust-filter-turquoise-ca-1x9-00sbwn-00/
2025-05-26,"Darkflash DK352 Plus ATX PC Case, 4x Pre-Installed Fans, 0.5mm SPCC Material, 4mm Tempered Glass Panel, Up to 360mm Radiator & 6x Fans, Power / Reset / 2x USB3.0 / Audio Ports, White | DK352 Plus",199.50,199.50,,,,https://uae.microless.com/product/darkflash-dk352-plus-atx-pc-case-4x-pre-installed-fans-0-5mm-spcc-material-4mm-tempered-glass-panel-up-to-360mm-radiator-6x-fans-power-reset-2x-usb3-0-audio-ports-white-dk352-plus/
2025-05-26,"XPG Valor Air Mid-Tower Computer Case, SPCC + Tempered Glass Materials, Up to 360mm Radiator & 6x Fan, 4x 120mm Fans Included,  2*USB3.2, 3.5mm, Reset & Power I/O Ports, White | VALORAIRMT-WHCWW",199.63,183.75,8,,,https://uae.microless.com/product/xpg-valor-air-mid-tower-computer-case-spcc-tempered-glass-materials-up-to-360mm-radiator-6x-fan-4x-120mm-fans-included-2-usb3-2-3-5mm-reset-power-i-o-ports-white-valorairmt-whcww/
2025-05-26,"Zalman Z10 ATX Mid Tower Gaming PC Case Tempered Side Panel & Mesh Front, 4x Pre Inst Fans, Up to 360mm Radiator, Dust Filter, 3 Layer Dust ProtectionUSB 3.0 /Type-C / LED Button, Black | ZM-Z10-BL",434.00,434.00,,,,https://uae.microless.com/product/zalman-z10-atx-mid-tower-gaming-pc-case-tempered-side-panel-mesh-front-4x-pre-inst-fans-up-to-360mm-radiator-dust-filter-3-layer-dust-protectionusb-3-0-type-c-led-button-black-zm-z10-bl/
2025-05-26,"Zalman Z10 Plus ATX Mid-Tower PC Case, Tempered Glass & Mesh Panels, 4x Pre Installed ARGB Fans, Up to 360mm Radiator Support, Optimal Air Flow, USB 3.0 /Type-C / LED Button, Black | ZM-Z10-PLUS-BL",510.00,510.00,,,,https://uae.microless.com/product/zalman-z10-plus-atx-mid-tower-pc-case-tempered-glass-mesh-panels-4x-pre-installed-argb-fans-up-to-360mm-radiator-support-optimal-air-flow-usb-3-0-type-c-led-button-black-zm-z10-plus-bl/
2025-05-26,"Zalman Z10 Duo ATX Mid-Tower Gaming PC Case, Tempered Glass Side Panel, Full Mesh/Tempered Glass Front Panel, 4x 120mm ARGB Fan, Up to 360mm Radiator, USB 3.0 / Type-C / LED, Black | ZM-Z10-DUO-BL",603.00,603.00,,,,https://uae.microless.com/product/zalman-z10-duo-atx-mid-tower-gaming-pc-case-tempered-glass-side-panel-full-mesh-tempered-glass-front-panel-4x-120mm-argb-fan-up-to-360mm-radiator-usb-3-0-type-c-led-black-zm-z10-duo-bl/
2025-05-26,"Zalman N4 Rev.1 ATX Mid-Tower Computer Case, Tempered Glass Side Panel, High Airflow, 120mm / 140mm Fans, Up to 240mm Radiator, Dust Filters, USB 3.0 / USB 2.0, LED Button, Black | ZM-N4-REV.1-BL",335.00,335.00,,,,https://uae.microless.com/product/zalman-n4-rev-1-atx-mid-tower-computer-case-tempered-glass-side-panel-high-airflow-120mm-140mm-fans-up-to-240mm-radiator-dust-filters-usb-3-0-usb-2-0-led-button-black-zm-n4-rev-1-bl/
2025-05-26,"Thermaltake CTE C700 Air Snow ATX MT PC Case, Centralized Thermal Eficiency, Tempered Glass Side Panel, Up to 360mm AIO & 3*140mm Pre-Inst Fans, USB 3.2 Type-C*1, USB 3.0*2, White | CA-1X7-00F6WN-00",592.94,592.94,,,,https://uae.microless.com/product/thermaltake-cte-c700-air-atx-mt-pc-case-centralized-thermal-eficiency-tempered-glass-side-panel-up-to-360mm-aio-3-140mm-pre-inst-fans-usb-3-2-type-c-1-usb-3-0-2-white-ca-1x7-00f6wn-00/
2025-05-26,"Thermaltake CTE C700 Air ATX Mid Tower PC Case, Centralized Thermal Eficiency, Tempered Glass Side Panel, Up to 360mm AIO & 3*140mm Pre-Inst Fans, USB 3.2 Type-C*1, USB 3.0*2, Black | CA-1X7-00F1WN-00",587.95,587.95,,,,https://uae.microless.com/product/thermaltake-cte-c700-air-atx-mid-tower-pc-case-centralized-thermal-eficiency-tempered-glass-side-panel-up-to-360mm-aio-3-140mm-pre-inst-fans-usb-3-2-type-c-1-usb-3-0-2-black-ca-1x7-00f1wn-00/
2025-05-26,"Thermaltake CTE T500 Air Snow ATX Full Tower PC Case, Tempered Glass Side Panel & Centralized Thermal Efficiency, Up to 360mm AIO, 3* 140mm Preinstalled Fans, USB-C/USB 3.0*2, White | CA-1X8-00F6WN-00",607.91,607.91,,,,https://uae.microless.com/product/thermaltake-cte-t500-air-snow-atx-full-tower-pc-case-tempered-glass-side-panel-centralized-thermal-efficiency-up-to-360mm-aio-3-140mm-preinstalled-fans-usb-c-usb-3-0-2-white-ca-1x8-00f6wn-00/
2025-05-26,"Lian Li O11 Dynamic EVO XL Full Tower Computer Case, Aluminum + Steel + Glass Materials, Up to 420mm Radiator Support & 11x Fans, 3.5mm Jack, USB-A 3.2x4, USB-C 3.2 I/O Ports, White | G99.O11DEXL-W.00",945.00,945.00,,,,https://uae.microless.com/product/lian-li-o11-dynamic-evo-xl-full-tower-computer-case-aluminum-steel-glass-materials-up-to-420mm-radiator-support-11x-fans-3-5mm-jack-usb-a-3-2x4-usb-c-3-2-i-o-ports-white-g99-o11dexl-w-00/
2025-05-26,"DarkFlash C285 ATX Mid Tower PC Case, 0.6mm SPCC Steel Thickness, 6x DM12F Fans, 7 Expansion Slots, Up To 360mm Radiator Support, Fan Support 120 / 140mm, Tempered Glass Side Panel, Black | C285-B",420.00,420.00,,,,https://uae.microless.com/product/darkflash-c285-atx-mid-tower-pc-case-0-6mm-spcc-steel-thickness-6x-dm12f-fans-7-expansion-slots-up-to-360mm-radiator-support-fan-support-120-140mm-tempered-glass-side-panel-black-c285-b/
2025-05-26,"Darkflash A290 ATX Computer Case, 0.5 SPCC / Tempered Glass Side Panel, 3x Pre-installed Fan, 7 Expansion Slots, Supports Up To 5* 120mm Fan Size, USB 3.0 Included, 160mm CPU Height, White | A290-WH",450.00,153.00,66,,,https://uae.microless.com/product/darkflash-a290-atx-computer-case-0-5-spcc-tempered-glass-side-panel-3x-pre-installed-fan-7-expansion-slots-supports-up-to-5-120mm-fan-size-usb-3-0-included-160mm-cpu-height-white-a290-wh/
2025-05-26,"Darkflash A290 ATX Computer Case, 0.5 SPCC / Tempered Glass Side Panel, 3x Pre-installed Fans, 7 Expansion Slots, Supports Up To 5* 120mm Fan Size, USB 3.0 Included, 160mm CPU Height, Black | A290-BK",149.00,149.00,,,,https://uae.microless.com/product/darkflash-a290-atx-computer-case-0-5-spcc-tempered-glass-side-panel-3x-pre-installed-fans-7-expansion-slots-supports-up-to-5-120mm-fan-size-usb-3-0-included-160mm-cpu-height-black-a290-bk/
2025-05-26,"Fractal Terra Small Factor Mini ITX SFX Gaming Case, 2x 2.5"" Drive Mounts, 120mm Fan Size, 120mm Radiator Size, Expansion Slots 3 (Max GPU Mode), USB Type-C 20Gbps, Jade | FD-C-TER1N-03",866.25,866.25,,,,https://uae.microless.com/product/fractal-terra-small-factor-mini-itx-sfx-gaming-case-2x-2-5-drive-mounts-120mm-fan-size-120mm-radiator-size-expansion-slots-3-max-gpu-mode-usb-type-c-20gbps-jade-fd-c-ter1n-03/
2025-05-26,"Montech Sky One Lite aRGB ATX Mid Tower Case, Up to 360mm Radiator Support, 3x Preinstalled Fan, Front & Bottom Dust Filter, Swivel Glass Side Panel, USB Type-C Port, Frost White | SKY ONE LITE WH",330.75,330.75,,,,https://uae.microless.com/product/montech-sky-one-lite-argb-atx-mid-tower-case-up-to-360mm-radiator-support-3x-preinstalled-fan-front-bottom-dust-filter-swivel-glass-side-panel-usb-type-c-port-frost-white-sky-one-lite-wh/
