title,url,price,base_price,date,vendor
"Fractal Design Meshify 2 XL, E-ATX, ATX, Micro-ATX & Mini-ITX Support, 6 x 2.5/3.5"" Drive Bays, Light Tint Tempered Glass - Black, Full-Tower Case | FD-C-MES2X-02",https://uae.microless.com/product/fractal-design-meshify-2-xl-e-atx-atx-micro-atx-mini-itx-support-6-x-2-5-3-5-drive-bays-light-tint-tempered-glass-black-full-tower-case-fd-c-mes2x-02/,899.00,899.00,2025-05-24,Microless
"Phanteks Enthoo 719 Full Tower Case, Tempered Glass, Aluminum Panels, Dual System/PSU Support, Massive Storage, Fan Hub, Digital-RGB Lighting - Grey | PH-ES719LTG_DAG01",https://uae.microless.com/product/phanteks-enthoo-719-full-tower-case-tempered-glass-aluminum-panels-dual-system-psu-support-massive-storage-fan-hub-digital-rgb-lighting-grey-phes719ltg_dag01/,939.75,939.75,2025-05-24,Microless
"ASUS TUF Gaming GT301 ATX Mid-Tower, With Tempered Glass Side Panel, Honeycomb Front Panel, Preinstall Fans 3x120mm ARGB, 1x120 Without Lighting | 90DC0040-B49000",https://uae.microless.com/product/asus-tuf-gaming-gt301-atx-mid-tower-with-tempered-glass-side-panel-honeycomb-front-panel-preinstall-fans-3x120mm-argb-1x120-without-lighting-90dc0040-b49000/,378.00,378.00,2025-05-24,Microless
"NZXT H9 Flow RGB+, Large Dual-Chamber Mid-Tower ATX Airflow Case with RGB and Control Hub, Panoramic Glass, Supports Dual 360mm Radiators, Up to 10 Fans, E-ATX Compatibility, White | CM-H92FW-P1",https://uae.microless.com/product/nzxt-h9-flow-rgb-large-dual-chamber-mid-tower-atx-airflow-case-with-rgb-and-control-hub-panoramic-glass-supports-dual-360mm-radiators-up-to-10-fans-e-atx-compatibility-white-cm-h92fw-p1/,1064.70,1064.70,2025-05-24,Microless
"NZXT H9 Flow RGB, Dual-Chamber ATX Mid-Tower Case High-Airflow Design with Panoramic Tempered Glass, Supports Dual 360mm Radiators, Up to 10 Fans, Up To E-ATX Compatibility, Black | CM-H92FB-R1",https://uae.microless.com/product/nzxt-h9-flow-rgb-dual-chamber-atx-mid-tower-case-high-airflow-design-with-panoramic-tempered-glass-supports-dual-360mm-radiators-up-to-10-fans-up-to-e-atx-compatibility-black-cm-h92fb-r1/,819.00,819.00,2025-05-24,Microless
"NZXT H9 Flow RGB, Dual-Chamber ATX Mid-Tower Case High-Airflow Design with Panoramic Tempered Glass, Supports Dual 360mm Radiators, Up to 10 Fans, Up To E-ATX Compatibility, White | CM-H92FW-R1",https://uae.microless.com/product/nzxt-h9-flow-rgb-dual-chamber-atx-mid-tower-case-high-airflow-design-with-panoramic-tempered-glass-supports-dual-360mm-radiators-up-to-10-fans-up-to-e-atx-compatibility-white-cm-h92fw-r1/,819.00,819.00,2025-05-24,Microless
"NZXT H9 Flow Dual-Chamber ATX Mid-Tower Case High-Airflow Design with Panoramic Tempered Glass, Supports Dual 360mm Radiators, Up to 10 Fans, E-ATX Compatibility, Black | CM-H92FB-01",https://uae.microless.com/product/nzxt-h9-flow-dual-chamber-atx-mid-tower-case-high-airflow-design-with-panoramic-tempered-glass-supports-dual-360mm-radiators-up-to-10-fans-e-atx-compatibility-black-cm-h92fb-01/,662.03,662.03,2025-05-24,Microless
"NZXT H9 Flow Dual-Chamber ATX Mid-Tower Case High-Airflow Design with Panoramic Tempered Glass, Supports Dual 360mm Radiators, Up to 10 Fans, E-ATX Compatibility, White | CM-H92FW-01",https://uae.microless.com/product/nzxt-h9-flow-dual-chamber-atx-mid-tower-case-high-airflow-design-with-panoramic-tempered-glass-supports-dual-360mm-radiators-up-to-10-fans-e-atx-compatibility-white-cm-h92fw-01/,662.03,662.03,2025-05-24,Microless
"NZXT H3 Flow, Micro-ATX Mid-Tower PC Case High Airflow Design, Tempered Glass Side Panel, Compact Form Factor, Front I/O with USB-C and USB 3.2 Gen 1, White | CC-H31FW-01",https://uae.microless.com/product/nzxt-h3-flow-micro-atx-mid-tower-pc-case-high-airflow-design-tempered-glass-side-panel-compact-form-factor-front-i-o-with-usb-c-and-usb-3-2-gen-1-white-cc-h31fw-01/,308.70,308.70,2025-05-24,Microless
"NZXT H3 Flow, Micro-ATX Mid-Tower PC Case High Airflow Design, Tempered Glass Side Panel, Compact Form Factor, Front I/O with USB-C and USB 3.2 Gen 1, Black | CC-H31FB-01",https://uae.microless.com/product/nzxt-h3-flow-micro-atx-mid-tower-pc-case-high-airflow-design-tempered-glass-side-panel-compact-form-factor-front-i-o-with-usb-c-and-usb-3-2-gen-1-black-cc-h31fb-01/,308.70,308.70,2025-05-24,Microless
"Raidmax Infinita i801 E-ATX Computer Case, 3x 120mm ARGB Pre-Installed Fans, 360mm Radiator Support, 7x Expansion Slot, Tempered Glass Side Panel, Black | I801TBF",https://uae.microless.com/product/raidmax-infinita-i801-e-atx-computer-case-3x-120mm-argb-pre-installed-fans-360mm-radiator-support-7x-expansion-slot-tempered-glass-side-panel-black-i801tbf/,286.65,286.65,2025-05-24,Microless
"Raidmax X603 NANO MESHIAN Series ATX Computer Case, 4x 120mm ARGB Pre-Installed Fans, 360mm Radiator Support, 7x Expansion Slot, Tempered Glass Sliding Side Panel, Black | X603NTBF",https://uae.microless.com/product/raidmax-x603-nano-meshian-series-atx-computer-case-4x-120mm-argb-pre-installed-fans-360mm-radiator-support-7x-expansion-slot-tempered-glass-sliding-side-panel-black-x603ntbf/,257.25,257.25,2025-05-24,Microless
"Montech KING 95 PRO ATX Computer Case, 6x Pre-Installed Fans, Up to 360mm Radiator Support, 9x Fan Support, Premium Mesh Panel, Quick-Release Glass Panel, Vibrant Red | KING-95-PRO-RED",https://uae.microless.com/product/montech-king-95-pro-atx-computer-case-6x-pre-installed-fans-up-to-360mm-radiator-support-9x-fan-support-premium-mesh-panel-quick-release-glass-panel-vibrant-red-king-95-pro-red/,483.00,483.00,2025-05-24,Microless
"Montech KING 95 PRO ATX Computer Case, 6x Pre-Installed Fans, Up to 360mm Radiator Support, 9x Fan Support, Premium Mesh Panel, Quick-Release Glass Panel, Prussian Blue | KING-95-PRO-BLUE",https://uae.microless.com/product/montech-king-95-pro-atx-computer-case-6x-pre-installed-fans-up-to-360mm-radiator-support-9x-fan-support-premium-mesh-panel-quick-release-glass-panel-prussian-blue-king-95-pro-blue/,627.90,627.90,2025-05-24,Microless
"Montech KING 95 PRO ATX Computer Case, 6x Pre-Installed Fans, Up to 360mm Radiator Support, 9x Fan Support, Premium Mesh Panel, Quick-Release Glass Panel, Pure White | KING-95-PRO-WHITE",https://uae.microless.com/product/montech-king-95-pro-atx-computer-case-6x-pre-installed-fans-up-to-360mm-radiator-support-9x-fan-support-premium-mesh-panel-quick-release-glass-panel-pure-white-king-95-pro-white/,627.90,627.90,2025-05-24,Microless
"Montech KING 65 PRO ATX Computer Case, 3x ARGB PWM Pre-Installed Fans, Up to 360mm Radiator Support, 9x Fan Support, Flat Glass & Tinted Panel, White | KING-65-PRO-WHITE",https://uae.microless.com/product/montech-king-65-pro-atx-computer-case-3x-argb-pwm-pre-installed-fans-up-to-360mm-radiator-support-9x-fan-support-flat-glass-tinted-panel-white-king-65-pro-white/,426.30,426.30,2025-05-24,Microless
"Montech KING 65 PRO ATX Computer Case, 3x ARGB PWM Pre-Installed Fans, Up to 360mm Radiator Support, 9x Fan Support, Flat Glass & Tinted Panel, Black | KING-65-PRO-BLACK",https://uae.microless.com/product/montech-king-65-pro-atx-computer-case-3x-argb-pwm-pre-installed-fans-up-to-360mm-radiator-support-9x-fan-support-flat-glass-tinted-panel-black-king-65-pro-black/,396.90,396.90,2025-05-24,Microless
"Montech XR ATX Computer Case, 3x 120mm ARGB PWM Pre-Installed Fans, Up to 360mm Radiator Support, 9x Fan Support, Three-Sided Magnetic Dust Filter, White | XR-WHITE",https://uae.microless.com/product/montech-xr-atx-computer-case-3x-120mm-argb-pwm-pre-installed-fans-up-to-360mm-radiator-support-9x-fan-support-three-sided-magnetic-dust-filter-white-xr-white/,235.20,235.20,2025-05-24,Microless
"Montech AIR 903 MAX Mid-Tower ATX Computer Case, 3x 140mm PWM Pre-installed Fans, 360mm Radiator Support, 9x Fan Support, Mesh Front Panel, Dust Filter, White | AIR-903-MAX-WHITE",https://uae.microless.com/product/montech-air-903-max-mid-tower-atx-computer-case-3x-140mm-pwm-pre-installed-fans-360mm-radiator-support-9x-fan-support-mesh-front-panel-dust-filter-white-air-903-max-white/,352.80,352.80,2025-05-24,Microless
"Montech AIR 90AIR 903 BASE Mid Tower ATX Computer Case, 3x 140mm Pre-installed PWM Fans, Up to 360mm Radiator Support, Mesh Front Panel, Vertical GPU Mounting, White | AIR-903-BASE-WHITE",https://uae.microless.com/product/montech-air-90air-903-base-mid-tower-atx-computer-case-3x-140mm-pre-installed-pwm-fans-up-to-360mm-radiator-support-mesh-front-panel-vertical-gpu-mounting-white-air-903-base-white/,294.00,294.00,2025-05-24,Microless
"Montech Air 1000 Premium ATX Computer Case, 4x ARGB Pre-Installed Fans, Up to 360mm Radiator Support, Quick Slide Dust Filter, Tempered Glass Side Panel, White | AIR-1000-PREMIUM-WHITE",https://uae.microless.com/product/montech-air-1000-premium-atx-computer-case-4x-argb-pre-installed-fans-up-to-360mm-radiator-support-quick-slide-dust-filter-tempered-glass-side-panel-black-air-1000-premium-white/,338.10,338.10,2025-05-24,Microless
"Xigmatek Aqua Ultra Air E-ATX Computer Case,1x Z22A + 6x Z22A Reverse Pre-Installed Fans, 360mm Radiator Support, 7 Expansion Slots, Tempered Glass Panel, Black | EN41907",https://uae.microless.com/product/xigmatek-aqua-ultra-air-e-atx-computer-case-1x-z22a-6x-z22a-reverse-pre-installed-fans-360mm-radiator-support-7-expansion-slots-tempered-glass-panel-black-en41907/,477.75,477.75,2025-05-24,Microless
"Xigmatek Endorphin Air V2 E-ATX Computer Case, 4x S20A Pre-Installed Fans, 360mm Radiator Support, 7 Expansion Slots, Two-Sided Tempered Glass, Steel Material, Black | EN41822",https://uae.microless.com/product/xigmatek-endorphin-air-v2-e-atx-computer-case-4x-s20a-pre-installed-fans-360mm-radiator-support-7-expansion-slots-two-sided-tempered-glass-steel-material-black-en41822/,367.50,367.50,2025-05-24,Microless
"Xigmatek Gaming Z Pro E-ATX Computer Case, 4x Z20A Pre-Installed Fans, 360mm Radiator Support, 7 Expansion Slot, Mesh Front Panel, Tempered Glass Side Window, Black | EN41761",https://uae.microless.com/product/xigmatek-gaming-z-pro-e-atx-computer-case-4x-z20a-pre-installed-fans-360mm-radiator-support-7-expansion-slot-mesh-front-panel-tempered-glass-side-window-black-en41761/,257.25,257.25,2025-05-24,Microless
"Xigmatek Aqua Ultra Air Arctic E-ATX Computer Case, 1x Z22A Arctic + 6x Z22A Arctic Reverse Pre-Installed Fans, 360mm Radiator Support, 7 Expansion Slots, Tempered Glass Panel, White | EN44472",https://uae.microless.com/product/xigmatek-aqua-ultra-air-arctic-e-atx-computer-case-1x-z22a-arctic-6x-z22a-arctic-reverse-pre-installed-fans-360mm-radiator-support-7-expansion-slots-tempered-glass-panel-white-en44472/,518.70,518.70,2025-05-24,Microless
"Xigmatek Gaming Y Pro E-ATX Computer Case, 4x S20A Arctic Pre-Installed Fans, 360mm Radiator Support, 7 Expansion Slots, Meshed Grill Front Panel, Black | EN42256",https://uae.microless.com/product/xigmatek-gaming-y-pro-e-atx-computer-case-4x-s20a-arctic-pre-installed-fans-360mm-radiator-support-7-expansion-slots-meshed-grill-front-panel-black-en42256/,271.95,271.95,2025-05-24,Microless
"Xigmatek Elysium II E-ATX Computer Case, 16x 140mm Square Ring ARGB Pre-Installed Fans, 480mm Radiator Support, 9 Expansion Slots, Four-Sided Tempered Glass, Black | EN41624",https://uae.microless.com/product/xigmatek-elysium-ii-e-atx-computer-case-16x-140mm-square-ring-argb-pre-installed-fans-480mm-radiator-support-9-expansion-slots-four-sided-tempered-glass-black-en41624/,1134.00,1134.00,2025-05-24,Microless
"Xigmatek Endorphin WD Arctic E-ATX Computer Case, 4x S20A Arctic Pre-Installed Fans, 360mm Radiator Support, 7 Expansion Slot, Wooden Front Panel, Removable Left Panel, White | EN42218",https://uae.microless.com/product/xigmatek-endorphin-wd-arctic-e-atx-computer-case-4x-s20a-arctic-pre-installed-fans-360mm-radiator-support-7-expansion-slot-wooden-front-panel-removable-left-panel-white-en42218/,423.15,423.15,2025-05-24,Microless
"Xigmatek Pano Arctic E-ATX Computer Case, 1x G20A Arctic + 6x G20A Arctic Reverse Pre-Installed Fans, 360mm Radiator Support, 7 Expansion Slots, Curved Tempered Glass Panel, White | EN44267",https://uae.microless.com/product/xigmatek-pano-arctic-e-atx-computer-case-1x-g20a-arctic-6x-g20a-arctic-reverse-pre-installed-fans-360mm-radiator-support-7-expansion-slots-curved-tempered-glass-panel-white-en44267/,423.15,423.15,2025-05-24,Microless
"Xigmatek Pano E-ATX Computer Case, 1x G20A & 6x G20A Reverse Pre-Installed Fans, 360mm Radiator Support, 7 Expansion Slots, Curved Tempered Glass Panel, Black | EN44250",https://uae.microless.com/product/xigmatek-pano-e-atx-computer-case-1x-g20a-6x-g20a-reverse-pre-installed-fans-360mm-radiator-support-7-expansion-slots-curved-tempered-glass-panel-black-en44250/,409.50,409.50,2025-05-24,Microless
"Xigmatek Quantum Arctic E-ATX Computer Case, 4x Z20A Arctic Pre-Installed Fans, 360mm Radiator Support, 7 Expansion Slots, 2 Tempered Glass Panel, White | EN42881",https://uae.microless.com/product/xigmatek-quantum-arctic-e-atx-computer-case-4x-z20a-arctic-pre-installed-fans-360mm-radiator-support-7-expansion-slots-2-tempered-glass-panel-white-en42881/,249.90,249.90,2025-05-24,Microless
"Xigmatek Vision E-ATX Computer Case, 1x G24A + 6x G24A Reverse Pre-Installed Fans, 360mm Radiator Support, LCD Display Panel, 7 Expansion Slots, 3 Tempered Glass Panel, Black | EN45196",https://uae.microless.com/product/xigmatek-vision-e-atx-computer-case-1x-g24a-6x-g24a-reverse-pre-installed-fans-360mm-radiator-support-lcd-display-panel-7-expansion-slots-3-tempered-glass-panel-black-en45196/,552.83,552.83,2025-05-24,Microless
"Xigmatec Vision Pro Arctic E-ATX Computer Case, 1x G24A Arctic + 7x G24A Arctic Reverse Pre-Installed Fans, 480mm Radiator Support, LCD Display Panel, 3x Tempered Glass Panel, White | EN45172",https://uae.microless.com/product/xigmatec-vision-pro-arctic-e-atx-computer-case-1x-g24a-arctic-7x-g24a-arctic-reverse-pre-installed-fans-480mm-radiator-support-lcd-display-panel-3x-tempered-glass-panel-white-en45172/,696.15,696.15,2025-05-24,Microless
"Xigmatek Vision Pro E-ATX Computer Case, 1x G24A + 7x G24A Reverse Pre-Installed Fans, 480mm Radiator Support, LCD Display Panel, 9x Expansion Slot, 3x Tempered Glass Panel, Black | EN45158",https://uae.microless.com/product/xigmatek-vision-pro-e-atx-computer-case-1x-g24a-7x-g24a-reverse-pre-installed-fans-480mm-radiator-support-lcd-display-panel-9x-expansion-slot-3x-tempered-glass-panel-black-en45158/,682.50,682.50,2025-05-24,Microless
"Xigmatec Meta Arctic E-ATX Computer Case, 3x G20A Arctic Reverse & 1x G20A Pre-Installed Fans, 360mm Radiator Support, 7x Expansion Slots, 2 Tempered Glass Panel, Dust Filters, White | EN45073",https://uae.microless.com/product/xigmatec-meta-arctic-e-atx-computer-case-3x-g20a-arctic-reverse-1x-g20a-pre-installed-fans-360mm-radiator-support-7x-expansion-slots-2-tempered-glass-panel-dust-filters-white-en45073/,382.20,382.20,2025-05-24,Microless
"Xigmatek Meta E-ATX Computer Case, 3x G20A Reverse & 1x G20A Pre-Installed Fans, Up to 360mm Radiator Support, 7x Expansion Slots, 2 Tempered Glass Panel, Pre-Installed Dust Filters, Black | EN45066",https://uae.microless.com/product/xigmatek-meta-e-atx-computer-case-3x-g20a-reverse-1x-g20a-pre-installed-fans-up-to-360mm-radiator-support-7x-expansion-slots-2-tempered-glass-panel-pre-installed-dust-filters-black-en45066/,367.50,367.50,2025-05-24,Microless
"DeepCool CH270 DIGITAL Micro-ATX Computer Case, Up to 360mm Radiator, Up to 6x 120mm Fan Support, 4x Expansion Slots, Tempered Glass Side Panel, Wraparound Mesh Panels, White | R-CH270-WHNDM0-G-1",https://uae.microless.com/product/deepcool-ch270-digital-micro-atx-computer-case-up-to-360mm-radiator-up-to-6x-120mm-fan-support-4x-expansion-slots-tempered-glass-side-panel-wraparound-mesh-panels-white-r-ch270-whndm0-g-1/,338.10,338.10,2025-05-24,Microless
"DeepCool CH260 Micro-ATX Computer Case, Up to 360mm Radiator, Up to 6x 120mm Fan Support, 4x Expansion Slots, Tempered Glass Side Panel, Wraparound Mesh Panels, White | R-CH260-WHNGM0-G-1",https://uae.microless.com/product/deepcool-ch260-micro-atx-computer-case-up-to-360mm-radiator-up-to-6x-120mm-fan-support-4x-expansion-slots-tempered-glass-side-panel-wraparound-mesh-panels-white-r-ch260-whngm0-g-1/,252.84,252.84,2025-05-24,Microless
"DeepCool CH260 Micro-ATX Computer Case, Up to 360mm Radiator, Up to 6x 120mm Fan Support, 4x Expansion Slots, Tempered Glass Side Panel, Wraparound Mesh Panels, Black | R-CH260-BKNGM0-G-1",https://uae.microless.com/product/deepcool-ch260-micro-atx-computer-case-up-to-360mm-radiator-up-to-6x-120mm-fan-support-4x-expansion-slots-tempered-glass-side-panel-wraparound-mesh-panels-black-r-ch260-bkngm0-g-1/,261.66,261.66,2025-05-24,Microless
"Thermaltake AX700 Super Tower PC Case, Up to 420mm AIO-Radiator & 18x Fan Support, 2x Perforated Side Panels, Steel Panel, SPCC Material, Dust Filters, Black | CA-11B-00F1NN-00",https://uae.microless.com/product/thermaltake-ax700-super-tower-pc-case-up-to-420mm-aio-radiator-18x-fan-support-2x-perforated-side-panels-steel-panel-spcc-material-dust-filters-black-ca-11b-00f1nn-00/,1469.00,1469.00,2025-05-24,Microless
"Thermaltake AX500 Full Tower PC Case, 4x 140mm CT140 Pre-Installed Fans, Up to 420mm Radiator & 14x Fan Support, Dust Filters, Steel & Tempered Glass Panels, SPCC Material, Black | CA-11D-00F1WN-00",https://uae.microless.com/product/thermaltake-ax500-full-tower-pc-case-4x-140mm-ct140-pre-installed-fans-up-to-420mm-radiator-14x-fan-support-dust-filters-steel-tempered-glass-panels-spcc-material-black-ca-11d-00f1wn-00/,770.00,770.00,2025-05-24,Microless
"Thermaltake AX700 Super Tower PC Case, Up to 420mm AIO-Radiator & 18x Fan Support, 2x Perforated Side Panels, Steel Panel, SPCC Material, Dust Filters, White | CA-11B-00F6NN-00",https://uae.microless.com/product/thermaltake-ax700-super-tower-pc-case-up-to-420mm-aio-radiator-18x-fan-support-2x-perforated-side-panels-steel-panel-spcc-material-dust-filters-white-ca-11b-00f6nn-00/,1505.00,1505.00,2025-05-24,Microless
"Thermaltake AX500 Full Tower PC Case, 4x 140mm CT140 Pre-Installed Fans, Up to 420mm Radiator & 14x Fan Support, Dust Filters, Steel & Tempered Glass Panels, SPCC Material, White | CA-11D-00F6WN-00",https://uae.microless.com/product/thermaltake-ax500-full-tower-pc-case-4x-140mm-ct140-pre-installed-fans-up-to-420mm-radiator-14x-fan-support-dust-filters-steel-tempered-glass-panels-spcc-material-white-ca-11d-00f6wn-00/,790.00,790.00,2025-05-24,Microless
"Thermaltake TR100 Mini-ITX Computer Case, up to Two 120mm / 140mm Top Fans, 360mm GPUs & 280mm AIO Liquid Cooler Support, Removable Dust Filters, Tool-Free Panels, Hydrangea Blue | CA-11A-00SFNN-00",https://uae.microless.com/product/thermaltake-tr100-mini-itx-computer-case-up-to-two-120mm-140mm-top-fans-360mm-gpus-280mm-aio-liquid-cooler-support-removable-dust-filters-tool-free-panels-hydrangea-blue-ca-11a-00sfnn-00/,575.00,575.00,2025-05-24,Microless
"Thermaltake TR100 Mini-ITX Computer Case, up to Two 120mm / 140mm Top Fans, 360mm GPUs & 280mm AIO Liquid Cooler Support, Removable Dust Filters, Tool-Free Panels, Matcha Green | CA-11A-00SENN-00",https://uae.microless.com/product/thermaltake-tr100-mini-itx-computer-case-up-to-two-120mm-140mm-top-fans-360mm-gpus-280mm-aio-liquid-cooler-support-removable-dust-filters-tool-free-panels-matcha-green-ca-11a-00senn-00/,575.00,575.00,2025-05-24,Microless
"Thermaltake View 380 XL TG ARGB Mid Tower PC Case, 4x 120mm aRGB Lite Pre-Installed Fans, Up to 360mm Radiator & 10x Fan Support, USB Type-C x1, USB 3.0 x2, HD Audio, Gravel Sand | CA-11E-00MGWN-00",https://uae.microless.com/product/thermaltake-view-380-xl-tg-argb-mid-tower-pc-case-4x-120mm-argb-lite-pre-installed-fans-up-to-360mm-radiator-10x-fan-support-usb-type-c-x1-usb-3-0-x2-hd-audio-gravel-sand-ca-11e-00mgwn-00/,519.00,519.00,2025-05-24,Microless
"Thermaltake View 380 XL TG ARGB Mid Tower PC Case, 4x 120mm aRGB Lite Pre-Installed Fans, Up to 360mm Radiator & 10x Fan Support, USB Type-C x1, USB 3.0 x2, HD Audio, Bumblebee | CA-11E-00M4WN-00",https://uae.microless.com/product/thermaltake-view-380-xl-tg-argb-mid-tower-pc-case-4x-120mm-argb-lite-pre-installed-fans-up-to-360mm-radiator-10x-fan-support-usb-type-c-x1-usb-3-0-x2-hd-audio-bumblebee-ca-11e-00m4wn-00/,519.00,519.00,2025-05-24,Microless
"Thermaltake View 380 XL TG ARGB Mid Tower PC Case, 4x 120mm aRGB Lite Pre-Installed Fans, Up to 360mm Radiator & 10x Fan Support, USB Type-C x1, USB 3.0 x2, HD Audio, White | CA-11E-00M6WN-00",https://uae.microless.com/product/thermaltake-view-380-xl-tg-argb-mid-tower-pc-case-4x-120mm-argb-lite-pre-installed-fans-up-to-360mm-radiator-10x-fan-support-usb-type-c-x1-usb-3-0-x2-hd-audio-white-ca-11e-00m6wn-00/,580.00,580.00,2025-05-24,Microless
"Thermaltake View 170 TG ARGB M-ATX Computer Case, 3x 120mm ARGB Lite Pre-Installed Fans, Up to 280mm Radiator & 7x Fan Support, USB 3.0 x2, HD Audio x1 Interfaces, Bubble Pink | CA-1Z4-00MAWN-01",https://uae.microless.com/product/thermaltake-view-170-tg-argb-m-atx-computer-case-3x-120mm-argb-lite-pre-installed-fans-up-to-280mm-radiator-7x-fan-support-usb-3-0-x2-hd-audio-x1-interfaces-bubble-pink-ca-1z4-00mawn-01/,325.00,325.00,2025-05-24,Microless
"Thermaltake The Tower 600 Mid Tower Chassis, Up to 13 Fans & 420mm Radiator Support, 3mm Tempered Glass x3, Dismantlable Modular Design, SPCC Materials, Gravel Sand | CA-1Z1-00MGWN-00",https://uae.microless.com/product/thermaltake-the-tower-600-mid-tower-chassis-up-to-13-fans-420mm-radiator-support-3mm-tempered-glass-x3-dismantlable-modular-design-spcc-materials-gravel-sand-ca-1z1-00mgwn-00/,649.01,649.01,2025-05-24,Microless
"Corsair 5000T Mid-Tower High-Performance PC Case, Up to 360mm Radiators & 10x 120mm Fan Support, Removable Mesh Front & Roof High Airflow Panels, RapidRoute Cable Management, White | CC-9011301-WW",https://uae.microless.com/product/corsair-5000t-mid-tower-high-performance-pc-case-up-to-360mm-radiators-10x-120mm-fan-support-removable-mesh-front-roof-high-airflow-panels-rapidroute-cable-management-white-cc-9011301-ww/,799.00,799.00,2025-05-24,Microless
"Corsair 5000T Mid-Tower High-Performance PC Case, Up to 360mm Radiators & 10x 120mm Fan Support, Removable Mesh Front & Roof High Airflow Panels, RapidRoute Cable Management, Black | CC-9011300-WW",https://uae.microless.com/product/corsair-5000t-mid-tower-high-performance-pc-case-up-to-360mm-radiators-10x-120mm-fan-support-removable-mesh-front-roof-high-airflow-panels-rapidroute-cable-management-black-cc-9011300-ww/,799.00,799.00,2025-05-24,Microless
"Thermaltake The Tower 600 Mid Tower Chassis, Up to 13 Fans & 420mm Radiator Support, 3mm Tempered Glass x3, Dismantlable Modular Design, SPCC Materials, Hydrangea Blue | CA-1Z1-00MFWN-00",https://uae.microless.com/product/thermaltake-the-tower-600-mid-tower-chassis-up-to-13-fans-420mm-radiator-support-3mm-tempered-glass-x3-dismantlable-modular-design-spcc-materials-hydrangea-blue-ca-1z1-00mfwn-00/,630.00,630.00,2025-05-24,Microless
"Thermaltake The Tower 250 Mini Tower Chassis, 2x CT120 Pre-Installed Fan, Up to 360mm Radiator & 8x Fan Support, 3x 3mm Tempered Glass Panels, Dust Filters, Matcha Green | CA-1Z9-00SEWN-00",https://uae.microless.com/product/thermaltake-the-tower-250-mini-tower-chassis-2x-ct120-pre-installed-fan-up-to-360mm-radiator-8x-fan-support-3x-3mm-tempered-glass-panels-dust-filters-matcha-green-ca-1z9-00sewn-00/,530.00,530.00,2025-05-24,Microless
"Thermaltake The Tower 250 Mini Tower Chassis, 2x CT120 Pre-Installed Fan, Up to 360mm Radiator & 8x Fan Support, 3x 3mm Tempered Glass Panels, Dust Filters, White | CA-1Z9-00S6WN-00",https://uae.microless.com/product/thermaltake-the-tower-250-mini-tower-chassis-2x-ct120-pre-installed-fan-up-to-360mm-radiator-8x-fan-support-3x-3mm-tempered-glass-panels-dust-filters-white-ca-1z9-00s6wn-00/,520.00,520.00,2025-05-24,Microless
"Thermaltake View 270 TG ARGB M-ATX PC Case, Tempered Glass Front and Left Panels, Supports up to 360mm Radiator, 1* CT140 ARGB Preinstalled Fan, USB Type-C x 1, USB 3.0 x 2, Blue | CA-1Y7-00MFWN-02",https://uae.microless.com/product/thermaltake-view-270-tg-argb-m-atx-pc-case-tempered-glass-front-and-left-panels-supports-up-to-360mm-radiator-1-ct140-argb-preinstalled-fan-usb-type-c-x-1-usb-3-0-x-2-blue-ca-1y7-00mfwn-02/,325.00,325.00,2025-05-24,Microless
"Cougar UNIFACE Mini Tower Computer Case, 1x 120mm Non-RGB Pre-Installed Fan, Up to 280mm Radiator & 6x Fan Support, Perforated Front Panel, White | 3855C90.0002",https://uae.microless.com/product/cougar-uniface-mini-tower-computer-case-1x-120mm-non-rgb-pre-installed-fan-up-to-280mm-radiator-6x-fan-support-perforated-front-panel-white-3855c90-0002/,145.01,145.01,2025-05-24,Microless
"Cougar UNIFACE Mini Tower Computer Case, 1x 120mm Non-RGB Pre-Installed Fan, Up to 280mm Radiator & 6x Fan Support, Perforated Front Panel, Black | 3855C90.0001",https://uae.microless.com/product/cougar-uniface-mini-tower-computer-case-1x-120mm-non-rgb-pre-installed-fan-up-to-280mm-radiator-6x-fan-support-perforated-front-panel-black-3855c90-0001/,139.00,139.00,2025-05-24,Microless
"Cougar MX220 RGB Mid Tower Computer Case, 4x 120mm aRGB Pre-Installed Fan, Up to 360mm Radiator & 6x Fan Support, Ultraslim Front Panel Mesh, White | 382AC80.0002",https://uae.microless.com/product/cougar-mx220-rgb-mid-tower-computer-case-4x-120mm-argb-pre-installed-fan-up-to-360mm-radiator-6x-fan-support-ultraslim-front-panel-mesh-white-382ac80-0002/,259.00,259.00,2025-05-24,Microless
"Cougar Airface ECO RGB Mid Tower Computer Case, 2x 180mm & 1x 120mm Pre-Installed Fan, Up to 360mm Radiator & 7x Fan Support, Thermodynamic Cooling, White | 385YA20.0002",https://uae.microless.com/product/cougar-airface-eco-rgb-mid-tower-computer-case-2x-180mm-1x-120mm-pre-installed-fan-up-to-360mm-radiator-7x-fan-support-thermodynamic-cooling-white-385ya20-0002/,439.01,439.01,2025-05-24,Microless
"Cougar Airface ECO RGB Mid Tower Computer Case, 2x 180mm & 1x 120mm Pre-Installed Fan, Up to 360mm Radiator & 7x Fan Support, Thermodynamic Cooling, Black | 385YA20.0001",https://uae.microless.com/product/cougar-airface-eco-rgb-mid-tower-computer-case-2x-180mm-1x-120mm-pre-installed-fan-up-to-360mm-radiator-7x-fan-support-thermodynamic-cooling-black-385ya20-0001/,429.00,429.00,2025-05-24,Microless
